FEDRate_df,Inflation_df,Kurs_df
0.1299999999999999,-0.0799999999999983,-362.5
0.20000000000000018,0.8900000000000006,-238.60000000000036
0.09999999999999964,-2.1800000000000015,-81.29999999999927
0.20000000000000018,-0.33999999999999986,-233.5
0.15000000000000036,0.1999999999999993,47.69999999999891
0.04999999999999982,-0.07000000000000028,375.89999999999964
0.25,-0.379999999999999,-235.79999999999927
0.009999999999999787,-0.25,-31.100000000000364
0.009999999999999787,-0.34999999999999964,48.70000000000073
-0.009999999999999787,-8.260000000000002,43.600000000000364
0.0,-1.0200000000000005,-52.600000000000364
-0.009999999999999787,1.33,-47.100000000000364
0.009999999999999787,-0.33999999999999986,-20.299999999999272
0.009999999999999787,0.040000000000000036,1.5999999999985448
0.0,0.21999999999999975,95.20000000000073
-0.009999999999999787,-0.22999999999999954,-65.79999999999927
0.0,-0.28000000000000025,-252.0
0.0,-0.2400000000000002,138.59999999999854
0.009999999999999787,0.29000000000000004,83.10000000000036
-0.2400000000000002,0.4500000000000002,297.89999999999964
-0.07999999999999918,0.4400000000000004,-56.5
-0.1800000000000006,-0.07000000000000028,-201.89999999999964
-0.2699999999999996,-0.16999999999999993,156.5
-0.2400000000000002,-0.1200000000000001,69.0
-0.31000000000000005,0.7700000000000005,72.5
-0.96,0.040000000000000036,-224.0
-0.3700000000000001,0.7699999999999996,3.7000000000007276
-0.33000000000000007,0.7900000000000009,23.5
-0.2999999999999998,1.42,81.69999999999891
0.020000000000000018,0.6499999999999986,4.800000000001091
0.009999999999999787,0.870000000000001,-131.60000000000036
-0.009999999999999787,-0.05000000000000071,-14.100000000000364
-0.18999999999999995,0.2900000000000009,190.5
-0.8400000000000001,-0.370000000000001,704.2000000000007
-0.58,-0.08999999999999986,1654.3999999999996
-0.23,-0.6199999999999992,-384.2999999999993
-0.010000000000000009,-1.8900000000000006,-156.90000000000146
0.07,-0.5700000000000003,682.1000000000004
-0.04000000000000001,-0.6799999999999997,-3.100000000000364
-0.03,-0.6100000000000003,-820.2999999999993
0.03,-1.2699999999999996,-629.2999999999993
0.03,-2.39,-185.0
-0.04999999999999999,-0.94,-94.90000000000146
0.0,0.040000000000000036,-133.09999999999854
-0.010000000000000009,0.08000000000000007,-76.60000000000036
-0.03,-0.26000000000000023,-415.60000000000036
0.0,-0.1599999999999997,-12.799999999999272
0.0,0.36999999999999966,-12.0
-0.009999999999999995,0.9400000000000004,-181.70000000000073
0.020000000000000004,0.08999999999999986,72.29999999999927
0.04000000000000001,-0.3799999999999999,-173.5
0.03,0.48,-145.5
0.0,0.25,155.0
-0.020000000000000018,0.8899999999999997,-34.599999999998545
0.0,1.17,-98.20000000000073
0.010000000000000009,0.22000000000000064,-77.70000000000073
0.010000000000000009,-0.6400000000000006,4.0
-0.010000000000000009,-0.1299999999999999,-47.899999999999636
0.0,0.6600000000000001,10.600000000000364
-0.010000000000000009,0.6299999999999999,84.10000000000036
-0.009999999999999981,0.05999999999999961,14.799999999999272
-0.010000000000000009,-0.17999999999999972,-124.39999999999964
-0.01999999999999999,-0.1899999999999995,-150.5
-0.04000000000000001,-0.4900000000000002,-109.20000000000073
-0.010000000000000009,-0.17999999999999972,-95.5
0.0,-0.4400000000000004,8.200000000000728
-0.01999999999999999,-0.9299999999999997,-30.700000000000728
0.03,0.17999999999999972,-1.0999999999985448
-0.020000000000000004,-0.17999999999999972,232.39999999999964
-0.009999999999999995,-0.1900000000000004,129.1999999999989
0.009999999999999995,-0.2699999999999996,119.30000000000109
-0.009999999999999995,-0.3600000000000003,73.10000000000036
0.009999999999999995,-0.14000000000000012,20.299999999999272
0.020000000000000004,-0.08999999999999986,-82.79999999999927
0.03,0.41000000000000014,138.6999999999989
0.010000000000000009,0.5299999999999998,10.100000000000364
0.01999999999999999,-0.04999999999999982,114.39999999999964
0.0,0.08000000000000007,160.20000000000073
0.0,0.02999999999999936,5.5
-0.03,0.020000000000000462,42.899999999999636
0.010000000000000009,-0.27000000000000046,66.0
0.01999999999999999,0.3000000000000007,30.600000000000364
0.0,-0.29000000000000004,30.899999999999636
0.010000000000000009,-0.020000000000000462,17.799999999999272
-0.03,0.27000000000000046,41.30000000000109
0.009999999999999981,0.7399999999999993,-0.8000000000010914
-0.009999999999999981,0.5900000000000007,22.400000000001455
0.009999999999999981,-0.33000000000000007,14.399999999999636
-0.039999999999999994,-0.10000000000000053,36.79999999999927
-0.020000000000000004,0.4300000000000006,120.20000000000073
0.0,2.709999999999999,191.0
-0.009999999999999995,0.17999999999999972,496.60000000000036
0.0,-0.3899999999999988,769.7999999999993
0.009999999999999995,-0.08000000000000007,20.5
-0.009999999999999995,0.049999999999998934,245.0
0.009999999999999995,0.010000000000001563,471.7000000000007
-0.01999999999999999,-0.16000000000000014,92.09999999999854
0.0,-0.47000000000000064,-243.29999999999927
0.009999999999999995,-0.4299999999999997,-505.5
0.009999999999999995,-0.07000000000000028,8.600000000000364
0.0,0.07000000000000028,89.60000000000036
0.010000000000000009,-0.6200000000000001,364.89999999999964
-0.010000000000000009,-2.17,-202.5
0.0,-0.54,17.5
0.0,0.54,183.10000000000036
0.0,0.2999999999999998,253.0
0.0,1.4000000000000004,13.199999999998909
0.03,2.129999999999999,278.7000000000007
0.0,-1.3999999999999995,140.10000000000036
-0.009999999999999995,-0.6699999999999999,170.0
0.0,0.08999999999999986,315.2999999999993
0.020000000000000004,0.41000000000000014,-118.60000000000036
-0.010000000000000009,0.3600000000000003,191.89999999999964
0.010000000000000009,0.10999999999999943,171.70000000000073
0.0,0.0,61.29999999999927
0.010000000000000009,-0.08000000000000007,405.0
0.0,-0.34999999999999964,611.4000000000015
-0.020000000000000018,-0.5800000000000001,-597.2000000000007
0.0,-1.3600000000000003,-122.79999999999927
0.12,-1.5399999999999996,181.29999999999927
0.10000000000000003,0.7899999999999996,34.29999999999927
0.03999999999999998,0.28000000000000025,-371.59999999999854
-0.020000000000000018,0.03000000000000025,-321.10000000000036
0.010000000000000009,-0.8500000000000001,-13.200000000000728
0.0,-0.27,238.70000000000073
0.010000000000000009,0.1200000000000001,-64.20000000000073
0.010000000000000009,-0.2400000000000002,-235.29999999999927
0.010000000000000009,-0.41999999999999993,46.0
0.0,0.2799999999999998,-46.399999999999636
0.0,0.2400000000000002,-100.5
0.009999999999999953,0.27,291.7999999999993
0.13000000000000006,-0.56,106.60000000000036
0.10999999999999999,0.4700000000000002,-58.80000000000109
0.010000000000000009,0.33999999999999986,-18.0
0.13,-0.2200000000000002,4.700000000000728
0.10999999999999999,0.56,-38.600000000000364
0.010000000000000009,0.16000000000000014,16.700000000000728
0.13,0.040000000000000036,-24.700000000000728
0.10999999999999988,-0.4900000000000002,43.20000000000073
0.010000000000000009,-0.06000000000000005,-0.3000000000010914
-0.010000000000000009,-0.09999999999999964,-37.899999999999636
0.0,-0.14000000000000012,221.39999999999964
0.010000000000000009,-0.28000000000000025,1.1000000000003638
0.14000000000000012,0.31000000000000005,28.80000000000109
0.11999999999999988,-0.3599999999999999,-174.8000000000011
0.0,-0.06999999999999984,208.8000000000011
0.09000000000000008,0.21999999999999975,167.09999999999854
0.17999999999999994,0.010000000000000231,44.600000000000364
0.010000000000000009,-0.18000000000000016,255.5
0.10000000000000009,-0.10999999999999988,-23.5
0.10999999999999988,0.06000000000000005,376.5
0.010000000000000009,0.020000000000000018,144.70000000000073
0.030000000000000027,-0.3200000000000003,307.39999999999964
0.24,0.28000000000000025,308.5
0.010000000000000231,0.06999999999999984,-479.7000000000007
0.06999999999999984,-0.10000000000000009,-198.89999999999964
0.1299999999999999,-0.31000000000000005,-332.0
0.0,-0.25,-127.29999999999927
0.0,-0.08999999999999986,174.79999999999927
0.020000000000000018,0.3500000000000001,-68.10000000000036
-0.029999999999999805,0.48999999999999977,249.10000000000036
-0.010000000000000231,-0.040000000000000036,-165.60000000000036
0.020000000000000018,0.040000000000000036,-181.6999999999989
-0.27,0.17000000000000037,197.39999999999964
-0.08000000000000007,-0.10000000000000009,-130.39999999999964
-0.21999999999999975,-0.26000000000000023,6.299999999999272
-0.28,-0.1299999999999999,-48.5
0.0,-0.2799999999999998,-51.0
0.0,-0.040000000000000036,-283.7999999999993
0.030000000000000027,0.2999999999999998,43.69999999999891
-0.9500000000000001,-0.020000000000000018,1411.300000000001
-0.58,-0.29000000000000004,669.5
0.0,-0.48,-956.3999999999996
0.03,-0.22999999999999998,-706.7000000000007
0.009999999999999995,-0.41999999999999993,384.5
0.010000000000000009,-0.21999999999999997,141.39999999999964
-0.010000000000000009,0.09999999999999987,122.80000000000109
0.0,0.020000000000000018,-98.30000000000109
0.0,0.15000000000000013,-509.7999999999993
0.0,0.08999999999999986,-63.399999999999636
0.0,-0.1299999999999999,-110.60000000000036
-0.009999999999999995,-0.17000000000000015,-19.700000000000728
-0.009999999999999995,-0.009999999999999787,373.39999999999964
0.0,0.04999999999999982,140.10000000000036
-0.010000000000000009,0.26,-233.79999999999927
0.020000000000000004,-0.34999999999999987,14.899999999999636
0.020000000000000004,0.18999999999999995,172.10000000000036
-0.010000000000000009,0.07000000000000006,-112.89999999999964
-0.009999999999999995,0.010000000000000009,-140.0
0.0,0.05999999999999983,-58.20000000000073
0.0,0.09000000000000008,64.70000000000073
0.0,0.1200000000000001,65.09999999999854
0.0,0.31000000000000005,6.300000000001091
0.0,-0.1200000000000001,15.699999999998909
0.12000000000000001,0.5800000000000001,-2.399999999999636
0.13,0.8300000000000001,20.0
0.43,0.07999999999999963,238.10000000000036
0.42999999999999994,0.7999999999999998,80.10000000000036
0.45999999999999996,0.5900000000000007,294.39999999999964
0.6800000000000002,-0.25,-133.10000000000036
0.25,1.2599999999999998,120.5
0.5,-0.2400000000000002,443.5
0.6799999999999997,-0.29000000000000004,240.0
0.33000000000000007,0.08999999999999986,-43.5
0.2400000000000002,-0.22999999999999954,-318.10000000000036
0.2400000000000002,0.1899999999999995,-168.39999999999964
0.08000000000000007,-0.5,173.8000000000011
0.17999999999999972,-0.6399999999999997,-431.8000000000011
0.21999999999999975,-0.33000000000000007,-55.600000000000364
0.03000000000000025,-0.48,120.5
0.040000000000000036,-0.43999999999999995,107.30000000000109
0.20999999999999996,0.18999999999999995,204.29999999999927
0.0,-0.9900000000000002,108.5
0.0,0.28000000000000025,385.10000000000036
0.0,0.2999999999999998,-123.20000000000073
0.0,-0.25,-103.5
0.0,-0.040000000000000036,97.0
0.0,0.18000000000000016,54.20000000000073
0.0,0.2999999999999998,37.100000000000364
0.0,-0.04999999999999982,395.39999999999964
0.0,-0.16000000000000014,-16.0
0.0,-0.33000000000000007,244.20000000000073
0.0,-0.3799999999999999,-67.40000000000146
0.0,-0.009999999999999787,-466.09999999999854
-0.20000000000000018,-0.28,-449.7000000000007
-0.2999999999999998,-0.13000000000000012,199.10000000000036
-0.17999999999999972,-0.15999999999999992,269.6999999999989
-0.16000000000000014,0.020000000000000018,210.10000000000036
-0.16000000000000014,-0.81,237.3000000000011
0.0,-0.85,75.5
0.0,1.12,117.69999999999891
